var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,,
1.58333,75,90,60,0,-123456,74.6,64.4,0,0,0,5.07547,74.8,90,60,0,-123456,74.7,64.4,0,0,0,6,75.1,90,60,0,-123456,74.9,64.4,0,0,0,5,75.1,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,74.9,64.4,0,0,0,25.8824,74.9,64.4,67.8,65.6455,73.4,70.1,74.9,0,0,0,-123456,90,0,27.3,0,23.7,-3.6,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,8,-123456,5,23,-123456,8,0,0,-123456,4,0,-123456,0,,
1.66667,75,90,60,0,-123456,74.7,64.4,0,0,0,6,74.8,90,60,0,-123456,74.7,64.4,0,0,0,7,75,90,60,0,-123456,74.9,64.4,0,0,0,5,75.1,90,60,0,-123456,74.8,64.4,0,0,0,7,75.3,90,60,0,-123456,75,64.4,0,0,0,26.8571,74.9,64.4,67.6,65.5524,73.7,70.1,74.9,0,0,0,-123456,90,0,33.4,0,9.4,-24,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
1.75,75,90,60,0,-123456,74.7,64.4,0,0,0,5.54717,74.8,90,60,0,-123456,74.7,64.4,0,0,0,6,75,90,60,0,-123456,74.9,64.4,0,0,0,5,75.1,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75,64.4,0,0,0,24.0588,75,64.4,67.5,65.5559,73.9,70.1,75,0,0,0,-123456,90,0,22.8,0,15.2,-7.6,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
1.83333,75,90,60,0,-123456,74.7,64.4,0,0,0,6,74.9,90,60,0,-123456,74.7,64.4,0,0,0,6,74.9,90,60,0,-123456,74.9,64.4,0,0,0,5,75.1,90,60,0,-123456,74.8,64.4,0,0,0,6.81482,75.3,90,60,0,-123456,75,64.4,0,0,0,23.0385,75,64.4,67.4,65.5593,74.2,70.1,75,0,0,0,-123456,90,0,31,0,25,-6,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,4,-123456,5,27,-123456,8,0,0,-123456,4,0,-123456,0,,
1.91667,75,90,60,0,-123456,74.7,64.4,0,0,0,6,74.9,90,60,0,-123456,74.7,64.4,0,0,0,6,74.9,90,60,0,-123456,74.9,64.4,0,0,0,5.21569,75,90,60,0,-123456,74.8,64.4,0,0,0,7,75.3,90,60,0,-123456,75,64.4,0,0,0,23,75,64.4,67.2,65.4662,74.3,70.1,75,0,0,0,-123456,90,0,25.3,0,26.9,1.6,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,5,-123456,5,26,-123456,8,0,0,-123456,4,0,-123456,0,,
2,75,90,60,0,-123456,74.7,64.4,0,0,0,6,74.9,90,60,0,-123456,74.7,64.4,0,0,0,6,74.9,90,60,0,-123456,74.9,64.4,0,0,0,5,75,90,60,0,-123456,74.8,64.4,0,0,0,7,75.3,90,60,0,-123456,75,64.4,0,0,0,23.96,75,64.4,67.1,65.4697,74.5,70.1,75,0,0,0,-123456,90,0,34.7,0,18.9,-15.8,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
2.08333,75,90,60,0,-123456,74.7,64.4,0,0,0,6,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6,75,90,60,0,-123456,74.9,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,7,75.3,90,60,0,-123456,75,64.4,0,0,0,26,75,64.4,67,65.4331,74.8,70.1,75,0,0,0,-123456,90,0,29,0,28.2,-0.8,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
2.16667,75,90,60,0,-123456,74.7,64.4,0,0,0,6,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6,75,90,60,0,-123456,74.9,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6.90909,75.3,90,60,0,-123456,75,64.4,0,0,0,25.449,75,64.4,66.9,65.4166,75.2,70.1,75,0,0,0,-123456,90,0,33.2,0,20.4,-12.8,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
2.25,75,90,60,0,-123456,74.7,64.4,0,0,0,6,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6,75,90,60,0,-123456,74.9,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75,64.4,0,0,0,25.9231,75,64.4,66.7,65.2834,75.5,70.1,75,0,0,0,-123456,90,0,35.4,0,13.4,-22,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
2.33333,75,90,60,0,-123456,74.7,64.4,0,0,0,6,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5,75,90,60,0,-123456,74.9,64.4,0,0,0,4,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5.14815,75.3,90,60,0,-123456,75,64.4,0,0,0,22.549,75,64.4,66.6,65.2469,75.8,70.1,75,0,0,0,-123456,90,0,28.2,0,16.7,-11.5,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
2.41667,75,90,60,0,-123456,74.7,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6,75,90,60,0,-123456,75,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5,75.3,90,60,0,-123456,75,64.4,0,0,0,22.24,75,64.4,66.5,65.2303,76.2,70.1,75,0,0,0,-123456,90,0,36.1,0,7.1,-29,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
2.5,75,90,60,0,-123456,74.7,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6,75,90,60,0,-123456,75,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5.40741,75.3,90,60,0,-123456,75,64.4,0,0,0,21.4423,75,64.4,66.4,65.1938,76.6,70.1,75,0,0,0,-123456,90,0,32,0,9.1,-22.9,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
2.58333,75,90,60,0,-123456,74.7,64.4,0,0,0,6,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6.0566,75,90,60,0,-123456,75,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6.5283,75.3,90,60,0,-123456,75,64.4,0,0,0,25,75,64.4,66.3,65.1572,77.2,70.1,75,0,0,0,-123456,90,0,26.5,0,13.3,-13.2,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,8,-123456,5,23,-123456,8,0,0,-123456,4,0,-123456,0,,
2.66667,75,90,60,0,-123456,74.7,64.4,0,0,0,6,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5.46,75,90,60,0,-123456,75,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75,64.4,0,0,0,22.78,75,64.4,66.1,65.0441,77.5,70.1,75,0,0,0,-123456,90,0,31.2,0,14.8,-16.4,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
2.75,75,90,60,0,-123456,74.7,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5.31373,75,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,5.72222,75.3,90,60,0,-123456,75,64.4,0,0,0,23.8,75,64.4,66,65.0076,77.8,70.1,75,0,0,0,-123456,90,0,21.1,0,17.8,-3.3,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
2.83333,75,90,60,0,-123456,74.7,64.4,0,0,0,5.25926,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5.51923,75,90,60,0,-123456,75,64.4,0,0,0,4,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75,64.4,0,0,0,26.0192,75,64.4,65.9,64.971,78.2,70.1,75,0,0,0,-123456,90,0,29.3,0,11.1,-18.2,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
2.91667,75,90,60,0,-123456,74.7,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5.82,75,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6.69811,75.3,90,60,0,-123456,75,64.4,0,0,0,22.86,75,64.4,65.8,64.9545,78.5,70.1,75,0,0,0,-123456,90,0,27.9,0,17.1,-10.8,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
